,Name,Type 1,Type 2,Filename,Number,Train,aqua,black,blue,fuchsia,green,gray,lime,maroon,navy,olive,purple,red,silver,teal,white,yellow
0,mr. mime,Psychic,Fairy,162.png,122,False,0.0,36.139332365747464,0.0,0.0,0.04837929366231253,22.883405902273825,0.0,2.515723270440252,2.3222060957910013,0.0,1.3062409288824384,0.0,13.546202225447509,12.723754233188195,8.514755684567005,0.0
1,tapu lele,Psychic,Fairy,945.png,786,False,0.0,30.007674597083657,0.0,0.0,0.23023791250959325,37.45203376822717,0.0,8.44205679201842,0.07674597083653108,0.0,9.439754412893322,0.0,12.202609363008442,0.3069838833461243,1.841903300076746,0.0
2,diglett,Ground,,64.png,50,False,0.0,28.863346104725412,0.0,0.0,0.0,59.642401021711365,0.0,1.532567049808429,0.0,0.8939974457215836,0.38314176245210724,0.0,8.301404853128991,0.0,0.38314176245210724,0.0
3,anorith,Rock,Bug,426.png,347,False,0.0,41.87279151943463,0.0,0.0,0.35335689045936397,37.014134275618375,0.0,2.1201413427561837,0.0,0.0,0.08833922261484099,0.26501766784452296,16.166077738515902,0.35335689045936397,1.76678445229682,0.0
4,shiftry,Grass,Dark,345.png,275,False,0.0,21.245618765165812,0.0,0.0,1.6446481531410084,37.53033162577514,0.0,1.9951469398759776,0.0,2.669183068212456,0.026961445133459154,0.0,11.539498517120519,9.84092747371259,13.507684011863036,0.0
5,lileep,Rock,Grass,424.png,345,False,0.0,40.59469941822883,0.0,0.0,0.0,27.66645119586296,0.0,2.262443438914027,0.7110536522301228,0.5817711700064642,1.098901098901099,0.0,27.020038784744667,0.0,0.06464124111182934,0.0
6,sentret,Normal,,215.png,161,False,0.0,27.37467018469657,0.0,0.0,0.0,51.45118733509235,0.0,2.242744063324538,0.0,1.8469656992084433,0.1978891820580475,0.0,11.939313984168866,0.0,4.947229551451187,0.0
7,marill,Water,Fairy,238.png,183,False,15.410016510731975,29.554210236653827,0.0,0.0,0.0,16.51073197578426,0.0,0.2201430930104568,0.9356081452944414,4.3478260869565215,0.0,0.0,16.78591084204733,6.384149697303247,9.851403412217943,0.0
8,sandshrew,Ground,,37.png,27,False,0.0,23.852573018080665,0.0,0.0,0.0,26.14742698191933,0.0,0.9040333796940195,0.48678720445062584,12.934631432545201,0.0,0.0,30.3894297635605,0.0,5.285118219749652,0.0
9,cherrim,Grass,,520.png,421,False,0.0,25.515151515151512,0.0,0.0,14.909090909090908,40.96969696969697,0.0,2.0606060606060606,1.2727272727272727,0.0,14.060606060606059,0.0,1.1515151515151514,0.06060606060606061,0.0,0.0
10,electabuzz,Electric,,166.png,125,False,0.0,33.01613570541994,0.0,0.0,0.08274720728175423,5.626810095159288,0.0,1.034340091021928,0.2896152254861398,31.278444352503104,0.0,0.0,0.8274720728175424,0.0,0.16549441456350847,27.678940835746797
11,yamper,Electric,,997.png,835,False,0.0,22.90622763063708,0.0,0.0,0.28632784538296346,31.85397279885469,0.0,0.28632784538296346,0.0,4.652827487473156,0.0,0.0,18.468146027201147,0.0,8.16034359341446,13.385826771653544
12,sawsbuck,Normal,Grass,711.png,586,False,0.0,39.90077958894401,0.0,0.0,0.0,32.9553508150248,0.0,8.788093550673281,0.0,7.44153082919915,0.8504606661941885,0.0,6.66194188518781,0.0,3.401842664776754,0.0
13,ursaluna,Ground,Normal,1073.png,901,False,0.0,25.22918258212376,0.0,0.0,0.03819709702062643,46.180290297937354,0.0,23.720397249809015,0.0,1.3941940412528648,0.09549274255156609,0.0,2.177234530175707,0.0,0.6302521008403361,0.53475935828877
14,phione,Water,,601.png,489,False,0.07220216606498195,34.87364620938628,0.0,0.0,0.0,27.220216606498195,0.0,0.4332129963898917,1.371841155234657,0.0,0.0,0.0,25.992779783393498,10.036101083032491,0.0,0.0
15,mime jr.,Psychic,Fairy,539.png,439,False,0.0,39.19716646989374,0.0,0.0,0.0,39.43329397874852,0.0,0.47225501770956313,2.95159386068477,0.3541912632821724,0.47225501770956313,0.0,9.445100354191263,2.125147579693034,5.548996458087367,0.0
16,froslass,Ice,Ghost,582.png,478,False,0.0,29.72972972972973,0.0,0.0,0.0,25.896805896805898,0.0,2.113022113022113,0.09828009828009827,3.488943488943489,0.8845208845208846,1.5724815724815724,12.874692874692876,0.9828009828009828,22.358722358722357,0.0
17,wailord,Water,,398.png,321,False,37.86407766990291,17.13803292528493,0.0,0.0,0.0,7.260447446179823,0.0,0.04221190375685943,0.7176023638666104,0.04221190375685943,0.0,0.0,16.926973406500633,8.99113550021106,11.017306880540312,0.0
18,aggron,Steel,Rock,379.png,306,False,0.0,23.230003827018752,0.0,0.0,0.0,55.33869115958668,0.0,0.07654037504783774,0.5357826253348641,0.0,3.0998851894374284,0.0,11.442786069651742,0.3827018752391887,5.893608878683505,0.0
19,hitmontop,Fighting,,301.png,237,False,0.0,23.474945533769063,0.0,0.0,0.0,37.091503267973856,0.0,1.5250544662309369,0.3812636165577342,0.8714596949891068,0.0,0.0,32.73420479302832,3.213507625272331,0.7080610021786492,0.0
20,pinsir,Bug,,168.png,127,False,0.0,36.18042226487524,0.0,0.0,0.0,43.85796545105566,0.0,3.4069097888675626,0.0,1.2955854126679462,0.0,0.0,12.380038387715931,0.0,2.8790786948176583,0.0
21,magneton,Electric,Steel,112.png,82,False,0.2528445006321113,31.3527180783818,0.0,0.0,0.0,36.63084702907712,0.0,3.761061946902655,0.8217446270543615,0.0,0.18963337547408343,0.28445006321112515,15.423514538558786,4.646017699115045,6.637168141592921,0.0
22,yanma,Bug,Flying,248.png,193,False,0.0,45.18304431599229,0.0,0.0,0.4335260115606936,14.547206165703274,0.0,8.766859344894026,1.1560693641618496,10.934489402697494,0.04816955684007707,5.539499036608863,8.766859344894026,2.5529865125240847,2.071290944123314,0.0
23,hydreigon,Dark,Dragon,762.png,635,False,0.0,47.8984238178634,0.0,0.0,0.0,29.071803852889666,0.0,9.9241097489784,1.3426736719206072,0.6129597197898424,9.98248686514886,0.0,0.37945125510799765,0.7880910683012259,0.0,0.0
24,sandslash,Ground,,39.png,28,False,0.0,22.81147838721395,0.0,0.0,0.0,20.741009807482747,0.0,5.4122775154377045,0.03632401017072285,28.659644024700327,0.03632401017072285,0.0,15.54667635306938,0.03632401017072285,6.574645840900835,0.1452960406828914
25,metang,Steel,Psychic,461.png,375,False,0.0,32.04819277108434,0.0,0.0,0.0,41.63855421686747,0.0,0.2891566265060241,3.566265060240964,0.0,0.3373493975903614,0.0,4.91566265060241,17.20481927710843,0.0,0.0
26,marshadow,Fighting,Ghost,964.png,802,False,0.0,33.460656990068756,0.0,0.0,0.0,56.30252100840336,0.0,1.06951871657754,1.2987012987012987,1.3750954927425516,0.0,0.15278838808250572,0.15278838808250572,6.187929717341483,0.0,0.0
27,rattata,Normal,,25.png,19,False,0.0,39.79763912310287,0.0,0.0,0.0,32.1247892074199,0.0,0.5059021922428331,0.7588532883642496,0.16863406408094433,2.0236087689713322,0.0,19.561551433389546,0.0,5.059021922428331,0.0
28,cofagrigus,Ghost,,686.png,563,False,0.0,51.69902912621359,0.0,0.0,0.0,32.82766990291262,0.0,1.2742718446601942,0.06067961165048543,0.8495145631067961,0.06067961165048543,0.0,8.495145631067961,4.733009708737864,0.0,0.0
29,drifloon,Ghost,Flying,524.png,425,False,0.0,44.810744810744815,0.0,0.0,0.0,33.6996336996337,0.0,0.2442002442002442,0.4884004884004884,0.8547008547008548,2.0757020757020754,0.0,9.645909645909647,0.0,6.593406593406594,1.5873015873015872
30,dracovish,Water,Dragon,1048.png,882,False,0.0,28.25278810408922,0.0,0.0,2.41635687732342,17.286245353159853,0.0,14.033457249070633,0.23234200743494424,0.0,0.6505576208178439,5.297397769516729,21.189591078066915,6.877323420074349,3.763940520446097,0.0
31,espathra,Psychic,,1136.png,956,False,0.0,27.121290994273817,0.0,0.0,0.0,29.984383133784487,0.0,0.5205622071837585,0.052056220718375845,5.517959396147839,0.2602811035918792,0.0,24.93492972410203,0.0,9.734513274336283,1.8740239458615304
32,cosmog,Psychic,,948.png,789,False,19.563058589870906,38.43098311817279,0.0,0.0,0.29791459781529295,2.5819265143992056,0.0,0.19860973187686196,18.470705064548163,0.09930486593843098,7.447864945382324,0.0,1.787487586891758,11.122144985104269,0.0,0.0
33,shelgon,Dragon,,457.png,372,False,0.0,16.36219221604448,0.0,0.0,0.0,27.561556791104053,0.0,0.9928514694201748,0.03971405877680699,0.07942811755361398,0.5559968228752978,0.0,17.474185861795075,0.0,36.9340746624305,0.0
34,chespin,Grass,,784.png,650,False,0.0,37.77219430485762,0.0,0.0,2.261306532663317,14.07035175879397,0.0,7.6214405360134005,0.0,26.884422110552762,0.0,0.0,10.971524288107203,0.0,0.41876046901172526,0.0
35,vivillon,Bug,Flying,801.png,666,False,0.3814367450731087,27.06081796990888,0.0,0.0,0.04238186056367875,27.866073320618774,0.0,6.145369781733418,0.04238186056367875,0.0847637211273575,15.53295189658826,0.0,19.02945539309176,1.7164653528289893,2.097902097902098,0.0
36,seel,Water,,117.png,86,False,0.0,25.221238938053098,0.0,0.0,0.0,19.690265486725664,0.0,0.14749262536873156,0.22123893805309736,0.14749262536873156,0.14749262536873156,0.0,25.51622418879056,0.0,28.908554572271388,0.0
37,kakuna,Bug,Poison,18.png,14,False,0.0,22.46320681642138,0.0,0.0,0.0,21.68861347792409,0.0,0.8520526723470179,0.0,9.759876065065841,0.0,0.0,45.081332300542215,0.0,0.1549186676994578,0.0
38,zapdos,Electric,Flying,194.png,145,False,0.0,42.835412229996955,0.0,0.0,0.0304228780042592,19.86613933678126,0.0,1.5515667782172193,0.0,9.88743535138424,0.0,0.0,25.524794645573472,0.0,0.0608457560085184,0.2433830240340736
39,mothim,Bug,Flying,513.png,414,False,0.0,30.040160642570278,0.0,0.0,0.0,23.21285140562249,0.0,3.614457831325301,0.1606425702811245,24.096385542168676,0.1606425702811245,0.0,16.14457831325301,0.1606425702811245,2.1686746987951806,0.24096385542168677
40,poliwrath,Water,Fighting,83.png,62,False,0.0,20.34475420302192,0.0,0.0,0.0,40.41285379868057,0.0,0.0,0.8512449457331347,0.0,0.02128112364332837,0.0,13.68376250266014,4.0221323685890615,20.663971057671844,0.0
41,tarountula,Bug,,1093.png,917,False,0.0,29.437776373973467,0.0,0.0,1.5792798483891344,13.1396083385976,0.0,0.12634238787113075,0.0,8.654453569172457,0.0,0.0,20.151610865445356,0.12634238787113075,21.920404295641188,4.864181933038535
42,darkrai,Dark,,603.png,491,False,0.0,52.362751911049344,0.0,0.0,0.03474635163307853,28.66574009728978,0.0,3.5441278665740095,0.0,0.10423905489923557,0.8686587908269632,2.258512856150104,3.439888811674774,0.27797081306462823,8.443363446838081,0.0
